name	kind	evidence	profiles	member	line	byte-offset	registered-in	display-name	display-source	fields	references	anchor
faleye	spell	registered-by-operator	vanilla,patch302	gs\spells\faleye.gs	1	0	gs\spells.gs	Falcon's Eye	declared-name	18	12	spell-faleye
fdart	spell	registered-by-operator	vanilla,patch302	gs\spells\fdart.gs	1	0	gs\spells.gs	Flame Dart	declared-name	25	31	spell-fdart
feather_sword	spell	registered-by-operator	gs5r3	gs\spells\AIR\feather_sword.gs	1	0	gs\spells.gs	Feather Sword	declared-name	23	9	spell-feather-sword
fire_breath	spell	registered-by-operator	vanilla,patch302	gs\spells\firebr.gs	1	0	gs\spells.gs	Fire breath	declared-name	26	2	spell-fire-breath
fire_detect	spell	registered-by-operator	vanilla,patch302	gs\spells\fdetect.gs	1	0	gs\spells.gs	Detect Water	declared-name	18	5	spell-fire-detect
fire_dispell	spell	registered-by-operator	vanilla,patch302	gs\spells\fdispell.gs	1	0	gs\spells.gs	Dispel Magic	declared-name	16	5	spell-fire-dispell
fire_telart	spell	registered-by-operator	vanilla,patch302	gs\spells\ftelart.gs	1	0	gs\spells.gs	Teleport Artifact	declared-name	16	6	spell-fire-telart
fireball	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\fireball.gs	1	0	gs\spells.gs	Fireball	declared-name	24	27	spell-fireball
fireheal	spell	registered-by-operator	vanilla,patch302	gs\spells\fireheal.gs	1	0	gs\spells.gs	Fireheal	declared-name	22	2	spell-fireheal
fireworks	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\fireworks.gs	1	0	gs\spells.gs	Fireworks	declared-name	20	10	spell-fireworks
firstaid	spell	registered-by-operator	vanilla,patch302	gs\spells\firstaid.gs	1	0	gs\spells.gs	First Aid	declared-name	17	9	spell-firstaid
flame_arrows	spell	registered-by-operator	gs5r3	gs\spells\FIRE\flame_arrows.gs	1	0	gs\spells.gs	Flame Arrows	declared-name	31	20	spell-flame-arrows
flarrow	spell	registered-by-operator	vanilla,patch302	gs\spells\flarrow.gs	1	0	gs\spells.gs	Flame Arrow	declared-name	24	17	spell-flarrow
flood	spell	registered-by-operator	gs5r3	gs\spells\WATER\flood.gs	1	0	gs\spells.gs	Flood	declared-name	26	10	spell-flood
fog	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\fog.gs	1	0	gs\spells.gs	fog	declared-name	19	7	spell-fog
formrch	spell	registered-by-operator	vanilla,patch302	gs\spells\forcmrch.gs	1	0	gs\spells.gs	Forced March	declared-name	16	9	spell-formrch
freeze	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\freeze.gs	1	0	gs\spells.gs	Freeze	declared-name	20	15	spell-freeze
frenzy	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\frenzy.gs	1	0	gs\spells.gs	Frenzy	declared-name	18	17	spell-frenzy
frost_breath	spell	registered-by-operator	vanilla,patch302	gs\spells\frostbr.gs	1	0	gs\spells.gs	Frost breath	declared-name	26	2	spell-frost-breath
frozen_armor	spell	registered-by-operator	gs5r3	gs\spells\WATER\frozen_armor.gs	1	0	gs\spells.gs	Frozen Armor	declared-name	22	6	spell-frozen-armor
fstorm	spell	registered-by-operator	vanilla,patch302	gs\spells\fstorm.gs	1	0	gs\spells.gs	Fire Storm	declared-name	19	12	spell-fstorm
fsword	spell	registered-by-operator	vanilla,patch302	gs\spells\fsword.gs	1	0	gs\spells.gs	Flame Sword	declared-name	17	19	spell-fsword
funmrch	spell	registered-by-operator	vanilla,patch302	gs\spells\Funmarch.gs	1	0	gs\spells.gs	Funeral March	declared-name	17	16	spell-funmrch
fury	spell	registered-by-operator	vanilla,patch302	gs\spells\furyfire.gs	1	0	gs\spells.gs	Fury Fire	declared-name	27	14	spell-fury
fury_fire	spell	registered-by-operator	gs5r3	gs\spells\FIRE\fury_fire.gs	1	0	gs\spells.gs	Fury Fire	declared-name	31	20	spell-fury-fire
gamble	spell	registered-by-operator	gs5r3	gs\spells\CHAOS\gamble.gs	1	0	gs\spells.gs	Gamble	declared-name	21	24	spell-gamble
gen_missile	spell	registered-by-operator	gs5r3	gs\spells\_custom\gen_missile.gs	1	0	gs\spells.gs	Gen Missile	declared-name	24	9	spell-gen-missile
gift_of_life	spell	registered-by-operator	gs5r3	gs\spells\WATER\gift_of_life.gs	1	0	gs\spells.gs	Gift of Life	declared-name	33	34	spell-gift-of-life
giftolife	spell	registered-by-operator	vanilla,patch302	gs\spells\gifolife.gs	1	0	gs\spells.gs	Gift of Life	declared-name	21	11	spell-giftolife
gold_rush	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\goldrush.gs	1	0	gs\spells.gs	Gold Rush	declared-name	18	8	spell-gold-rush
golggift	spell	registered-by-operator	vanilla,patch302	gs\spells\golgift.gs	1	0	gs\spells.gs	Golgotha's Gift	declared-name	25	29	spell-golggift
golgoths_gift	spell	registered-by-operator	gs5r3	gs\spells\DEATH\golgoths_gift.gs	1	0	gs\spells.gs	Golgoth's Gift	declared-name	26	26	spell-golgoths-gift
guard_waves	spell	registered-by-operator	vanilla,patch302	gs\spells\guardwav.gs	1	0	gs\spells.gs	Guardian Waves	declared-name	19	10	spell-guard-waves
guard_winds	spell	registered-by-operator	vanilla,patch302	gs\spells\guardwin.gs	1	0	gs\spells.gs	Guardian Winds	declared-name	19	13	spell-guard-winds
guardian_waves	spell	registered-by-operator	gs5r3	gs\spells\WATER\guardian_waves.gs	1	0	gs\spells.gs	Guardian Waves	declared-name	22	14	spell-guardian-waves
guardian_winds	spell	registered-by-operator	gs5r3	gs\spells\AIR\guardian_winds.gs	1	0	gs\spells.gs	Guardian Winds	declared-name	23	30	spell-guardian-winds
hand_of_fate	spell	registered-by-operator	gs5r3	gs\spells\CHAOS\hand_of_fate.gs	1	0	gs\spells.gs	Hand of Fate	declared-name	23	25	spell-hand-of-fate
handofate	spell	registered-by-operator	vanilla,patch302	gs\spells\handofate.gs	1	0	gs\spells.gs	Hand of Fate	declared-name	18	27	spell-handofate
headwind	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\headwind.gs	1	0	gs\spells.gs	Head Wind	declared-name	18	24	spell-headwind
heal	spell	registered-by-operator	vanilla,patch302	gs\spells\heal.gs	1	0	gs\spells.gs	Heal	declared-name	20	25	spell-heal
heal_fire	spell	registered-by-operator	gs5r3	gs\spells\FIRE\heal_fire.gs	1	0	gs\spells.gs	Fireheal	declared-name	30	21	spell-heal-fire
heal_life	spell	registered-by-operator	gs5r3	gs\spells\LIFE\heal_life.gs	1	0	gs\spells.gs	Heal	declared-name	28	22	spell-heal-life
heal_self	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\healself.gs	1	0	gs\spells.gs	Heal Self	declared-name	19	14	spell-heal-self
healing_waters	spell	registered-by-operator	gs5r3	gs\spells\WATER\healing_waters.gs	1	0	gs\spells.gs	Healing Waters	declared-name	22	13	spell-healing-waters
healwater	spell	registered-by-operator	vanilla,patch302	gs\spells\healw.gs	1	0	gs\spells.gs	Healing Waters	declared-name	20	9	spell-healwater
heat	spell	registered-by-operator	vanilla,patch302	gs\spells\heat2.gs	1	0	gs\spells.gs	Heat Metal	declared-name	19	16	spell-heat
heat_metal	spell	registered-by-operator	gs5r3	gs\spells\FIRE\heat_metal.gs	1	0	gs\spells.gs	Heat Metal	declared-name	24	23	spell-heat-metal
heat_shield	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\heatshil.gs	1	0	gs\spells.gs	Heat Shield	declared-name	19	12	spell-heat-shield
heroic_demise	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\herodem.gs	1	0	gs\spells.gs	Heroic Demise	declared-name	19	16	spell-heroic-demise
holy_ench	spell	registered-by-operator	vanilla,patch302	gs\spells\holyench.gs	1	0	gs\spells.gs	Holy Enchantment	declared-name	19	7	spell-holy-ench
holy_enchantment	spell	registered-by-operator	gs5r3	gs\spells\LIFE\holy_enchantment.gs	1	0	gs\spells.gs	Holy Enchantment	declared-name	22	10	spell-holy-enchantment
holy_ghost	spell	registered-by-operator	gs5r3	gs\spells\ORDER\holy_ghost.gs	1	0	gs\spells.gs	Holy Ghost	declared-name	23	4	spell-holy-ghost
holy_visit	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\holyvis.gs	1	0	gs\spells.gs	Holy Visit	declared-name	17	13	spell-holy-visit
hover	spell	registered-by-operator	vanilla,patch302	gs\spells\hover.gs	1	0	gs\spells.gs	Essence of the Wisp	declared-name	17	15	spell-hover
hypothermia	spell	registered-by-operator	gs5r3	gs\spells\WATER\hypothermia.gs	1	0	gs\spells.gs	Hypothermia	declared-name	25	6	spell-hypothermia
ice	spell	registered-by-operator	vanilla,patch302	gs\spells\ice.gs	1	0	gs\spells.gs	Ice	declared-name	16	8	spell-ice
ice_comet	spell	registered-by-operator	gs5r3	gs\spells\WATER\ice_comet.gs	1	0	gs\spells.gs	Ice Comet	declared-name	35	26	spell-ice-comet
icebolt	spell	registered-by-operator	vanilla,patch302	gs\spells\icebolt.gs	1	0	gs\spells.gs	Ice Bolt	declared-name	24	28	spell-icebolt
icy_coffin	spell	registered-by-operator	gs5r3	gs\spells\WATER\icy_coffin.gs	1	0	gs\spells.gs	Icy Coffin	declared-name	28	25	spell-icy-coffin
icycoff	spell	registered-by-operator	vanilla,patch302	gs\spells\icycoff.gs	1	0	gs\spells.gs	Icy Coffin	declared-name	19	9	spell-icycoff
immolation	spell	registered-by-operator	gs5r3	gs\spells\FIRE\immolation.gs	1	0	gs\spells.gs	Immolation	declared-name	27	25	spell-immolation
imolate	spell	registered-by-operator	vanilla,patch302	gs\spells\imolate.gs	1	0	gs\spells.gs	Immolation	declared-name	19	23	spell-imolate
inferno	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\inferno.gs	1	0	gs\spells.gs	Inferno	declared-name	22	11	spell-inferno
infest_cave	spell	registered-by-operator	gs5r3	gs\spells\DEATH\infest_cave.gs	1	0	gs\spells.gs	Spawn Cave	declared-name	22	15	spell-infest-cave
inspire	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\inspire.gs	1	0	gs\spells.gs	Inspire	declared-name	18	9	spell-inspire
invig	spell	registered-by-operator	vanilla,patch302	gs\spells\invig.gs	1	0	gs\spells.gs	Invigorate	declared-name	16	8	spell-invig
invoke_fate	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\invokefa.gs	1	0	gs\spells.gs	Invoke Fate	declared-name	18	8	spell-invoke-fate
invulnerability	spell	registered-by-operator	gs5r3	gs\spells\ORDER\invulnerability.gs	1	0	gs\spells.gs	Invulnerability	declared-name	20	18	spell-invulnerability
iron_skin	spell	registered-by-operator	gs5r3	gs\spells\EARTH\iron_skin.gs	1	0	gs\spells.gs	Iron Skin	declared-name	22	7	spell-iron-skin
justice	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\ribolt2.gs	1	0	gs\spells.gs	Justice	declared-name	25	32	spell-justice
lavaflow	spell	registered-by-operator	vanilla,patch302	gs\spells\lavaflow.gs	1	0	gs\spells.gs	Lava Flow	declared-name	16	7	spell-lavaflow
lcharge	spell	registered-by-operator	vanilla,patch302	gs\spells\lcharge.gs	1	0	gs\spells.gs	Lightning Charge	declared-name	17	14	spell-lcharge
leader	spell	registered-by-operator	vanilla,patch302	gs\spells\leadership.gs	1	0	gs\spells.gs	Leadership	declared-name	17	19	spell-leader
leadership	spell	registered-by-operator	gs5r3	gs\spells\ORDER\leadership.gs	1	0	gs\spells.gs	Leadership	declared-name	22	24	spell-leadership
leeches	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\leeches.gs	1	0	gs\spells.gs	Leeches	declared-name	16	2	spell-leeches
life_detect	spell	registered-by-operator	vanilla,patch302	gs\spells\ldetect.gs	1	0	gs\spells.gs	Detect Death	declared-name	18	6	spell-life-detect
life_dispell	spell	registered-by-operator	vanilla,patch302	gs\spells\ldispell.gs	1	0	gs\spells.gs	Dispel Magic	declared-name	18	6	spell-life-dispell
life_telart	spell	registered-by-operator	vanilla,patch302	gs\spells\ltelart.gs	1	0	gs\spells.gs	Teleport Artifact	declared-name	16	6	spell-life-telart
light_rain	spell	registered-by-operator	gs5r3	gs\spells\WATER\light_rain.gs	1	0	gs\spells.gs	Light Rain	declared-name	27	25	spell-light-rain
lightning_charge	spell	registered-by-operator	gs5r3	gs\spells\AIR\lightning_charge.gs	1	0	gs\spells.gs	Lightning Charge	declared-name	21	17	spell-lightning-charge
lightning_spll	spell	registered-by-operator	vanilla,patch302	gs\spells\lightning.gs	1	0	gs\spells.gs	Lightning	declared-name	19	23	spell-lightning-spll
lightrain	spell	registered-by-operator	vanilla,patch302	gs\spells\lightrain.gs	1	0	gs\spells.gs	Light Rain	declared-name	19	16	spell-lightrain
locust	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\locust.gs	1	0	gs\spells.gs	Locust	declared-name	21	15	spell-locust
locust_swarm	spell	registered-by-operator	gs5r3	gs\spells\DEATH\locust_swarm.gs	1	0	gs\spells.gs	Locust Swarm	declared-name	35	27	spell-locust-swarm
lost_soul	spell	registered-by-operator	gs5r3	gs\spells\DEATH\lost_soul.gs	1	0	gs\spells.gs	Lost Soul	declared-name	23	19	spell-lost-soul
lostsoul	spell	registered-by-operator	vanilla,patch302	gs\spells\lostsoul.gs	1	0	gs\spells.gs	Lost Soul	declared-name	21	14	spell-lostsoul
lower_resistance_death	spell	registered-by-operator	gs5r3	gs\spells\DEATH\lower_resistance_death.gs	1	0	gs\spells.gs	Lower Resistance	declared-name	22	4	spell-lower-resistance-death
march_air	spell	registered-by-operator	gs5r3	gs\spells\AIR\march_air.gs	1	0	gs\spells.gs	Windwalk	declared-name	20	16	spell-march-air
march_chaos	spell	registered-by-operator	gs5r3	gs\spells\CHAOS\march_chaos.gs	1	0	gs\spells.gs	Wanderlust	declared-name	20	13	spell-march-chaos
march_death	spell	registered-by-operator	gs5r3	gs\spells\DEATH\march_death.gs	1	0	gs\spells.gs	Funeral March	declared-name	19	25	spell-march-death
march_earth	spell	registered-by-operator	gs5r3	gs\spells\EARTH\march_earth.gs	1	0	gs\spells.gs	Trailblaze	declared-name	19	13	spell-march-earth
march_fire	spell	registered-by-operator	gs5r3	gs\spells\FIRE\march_fire.gs	1	0	gs\spells.gs	Wildfire	declared-name	19	12	spell-march-fire
march_life	spell	registered-by-operator	gs5r3	gs\spells\LIFE\march_life.gs	1	0	gs\spells.gs	Nature Walk	declared-name	19	15	spell-march-life
march_order	spell	registered-by-operator	gs5r3	gs\spells\ORDER\march_order.gs	1	0	gs\spells.gs	Forced March	declared-name	19	16	spell-march-order
march_water	spell	registered-by-operator	gs5r3	gs\spells\WATER\march_water.gs	1	0	gs\spells.gs	Riptide	declared-name	20	14	spell-march-water
meteor	spell	registered-by-operator	vanilla,patch302	gs\spells\meteor.gs	1	0	gs\spells.gs	Meteor Shower	declared-name	18	7	spell-meteor
meteor_shower	spell	registered-by-operator	gs5r3	gs\spells\FIRE\meteor_shower.gs	1	0	gs\spells.gs	Meteor Shower	declared-name	27	12	spell-meteor-shower
mighty_blow	spell	registered-by-operator	gs5r3	gs\spells\EARTH\mighty_blow.gs	1	0	gs\spells.gs	Mighty Blow	declared-name	20	11	spell-mighty-blow
mind_control	spell	registered-by-operator	gs5r3	gs\spells\ORDER\mind_control.gs	1	0	gs\spells.gs	Mind Control	declared-name	21	5	spell-mind-control
minor_fate	spell	registered-by-operator	gs5r3	gs\spells\CHAOS\minor_fate.gs	1	0	gs\spells.gs	Minor Fate	declared-name	19	9	spell-minor-fate
minor_rust	spell	registered-by-operator	gs5r3	gs\spells\WATER\minor_rust.gs	1	0	gs\spells.gs	Minor Rust	declared-name	22	16	spell-minor-rust
minorust	spell	registered-by-operator	vanilla,patch302	gs\spells\minorust.gs	1	0	gs\spells.gs	Minor Rust	declared-name	18	1	spell-minorust
missile_protection	spell	registered-by-operator	gs5r3	gs\spells\LIFE\missile_protection.gs	1	0	gs\spells.gs	Missile Protection	declared-name	21	25	spell-missile-protection
morale	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\morale.gs	1	0	gs\spells.gs	Morale	declared-name	18	4	spell-morale
morphdwarf	spell	registered-by-operator	vanilla,patch302	gs\spells\polydwarf.gs	1	0	gs\spells.gs	Disguise	declared-name	19	4	spell-morphdwarf
morpho	spell	registered-by-operator	vanilla,patch302	gs\spells\polyother.gs	1	0	gs\spells.gs	Polymorph Other	declared-name	20	31	spell-morpho
morphs	spell	registered-by-operator	vanilla,patch302	gs\spells\polyself.gs	1	0	gs\spells.gs	Polymorph Self	declared-name	19	26	spell-morphs
mud_slide	spell	registered-by-operator	gs5r3	gs\spells\EARTH\mud_slide.gs	1	0	gs\spells.gs	Mud Slide	declared-name	23	9	spell-mud-slide
multi_shot	spell	registered-by-operator	gs5r3	gs\spells\_custom\multi_shot.gs	1	0	gs\spells.gs	Multi Shot	declared-name	26	36	spell-multi-shot
neutralize	spell	registered-by-operator	gs5r3	gs\spells\ORDER\neutralize.gs	1	0	gs\spells.gs	Neutralize	declared-name	27	7	spell-neutralize
order_detect	spell	registered-by-operator	vanilla,patch302	gs\spells\odetect.gs	1	0	gs\spells.gs	Detect Chaos	declared-name	18	5	spell-order-detect
order_dispell	spell	registered-by-operator	vanilla,patch302	gs\spells\odispell.gs	1	0	gs\spells.gs	Dispel Magic	declared-name	18	5	spell-order-dispell
order_seer	spell	registered-by-operator	vanilla,patch302	gs\spells\order_seer.gs	1	0	gs\spells.gs	Seer	declared-name	18	6	spell-order-seer
order_telart	spell	registered-by-operator	vanilla,patch302	gs\spells\otelart.gs	1	0	gs\spells.gs	Teleport Artifact	declared-name	16	6	spell-order-telart
pacify	spell	registered-by-operator	gs5r3	gs\spells\LIFE\pacify.gs	1	0	gs\spells.gs	Pacify	declared-name	24	23	spell-pacify
pestilence	spell	registered-by-operator	vanilla,patch302	gs\spells\pestilence.gs	1	0	gs\spells.gs	Pestilence	declared-name	23	11	spell-pestilence
petrify	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\petrify.gs	1	0	gs\spells.gs	Petrify	declared-name	19	5	spell-petrify
phoenix_grace	spell	registered-by-operator	gs5r3	gs\spells\LIFE\phoenix_grace.gs	1	0	gs\spells.gs	Grace of the Phoenix	declared-name	18	8	spell-phoenix-grace
pixies	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\pixies.gs	1	0	gs\spells.gs	Pixies	declared-name	24	4	spell-pixies
poison	spell	registered-by-operator	gs5r3	gs\spells\DEATH\poison.gs	1	0	gs\spells.gs	Poison	declared-name	25	29	spell-poison
poison_cloud	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\poiscld.gs	1	0	gs\spells.gs	Poison Cloud	declared-name	23	12	spell-poison-cloud
poltice	spell	registered-by-operator	vanilla,patch302	gs\spells\poltice.gs	1	0	gs\spells.gs	Poultice	declared-name	17	6	spell-poltice
polymorph_other	spell	registered-by-operator	gs5r3	gs\spells\CHAOS\polymorph_other.gs	1	0	gs\spells.gs	Polymorph Other	declared-name	28	38	spell-polymorph-other
polymorph_self	spell	registered-by-operator	gs5r3	gs\spells\CHAOS\polymorph_self.gs	1	0	gs\spells.gs	Polymorph Self	declared-name	30	34	spell-polymorph-self
possession	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\possession.gs	1	0	gs\spells.gs	Possession	declared-name	17	19	spell-possession
potion_dexterity	spell	registered-by-operator	gs5r3	gs\spells\potion_dexterity.gs	1	0	gs\spells.gs	Potion of Dexterity	declared-name	25	29	spell-potion-dexterity
potion_health	spell	registered-by-operator	gs5r3	gs\spells\potion_health.gs	1	0	gs\spells.gs	Potion of Health	declared-name	28	75	spell-potion-health
potion_luck	spell	registered-by-operator	gs5r3	gs\spells\potion_luck.gs	1	0	gs\spells.gs	Potion of Luck	declared-name	23	14	spell-potion-luck
potion_mana	spell	registered-by-operator	gs5r3	gs\spells\potion_mana.gs	1	0	gs\spells.gs	Potion of Mana	declared-name	27	74	spell-potion-mana
potion_movement	spell	registered-by-operator	gs5r3	gs\spells\potion_movement.gs	1	0	gs\spells.gs	Potion of Movement	declared-name	25	17	spell-potion-movement
potion_power	spell	registered-by-operator	gs5r3	gs\spells\potion_power.gs	1	0	gs\spells.gs	Potion of Power	declared-name	23	25	spell-potion-power
potion_rejuvenation	spell	registered-by-operator	gs5r3	gs\spells\potion_rejuvenation.gs	1	0	gs\spells.gs	Potion of Rejuvenation	declared-name	22	16	spell-potion-rejuvenation
potion_resistance	spell	registered-by-operator	gs5r3	gs\spells\potion_resistance.gs	1	0	gs\spells.gs	Potion of Resistance	declared-name	24	25	spell-potion-resistance
potion_strength	spell	registered-by-operator	gs5r3	gs\spells\potion_strength.gs	1	0	gs\spells.gs	Potion of Strength	declared-name	25	29	spell-potion-strength
potion_wisdom	spell	registered-by-operator	gs5r3	gs\spells\potion_wisdom.gs	1	0	gs\spells.gs	Potion of Wisdom	declared-name	25	34	spell-potion-wisdom
potiond	spell	registered-by-operator	vanilla,patch302	gs\spells\potiond.gs	1	0	gs\spells.gs	Potion of Dexterity	declared-name	19	4	spell-potiond
potionh	spell	registered-by-operator	vanilla,patch302	gs\spells\potionh.gs	1	0	gs\spells.gs	Potion of Healing	declared-name	20	6	spell-potionh
potionm	spell	registered-by-operator	vanilla,patch302	gs\spells\potionm.gs	1	0	gs\spells.gs	Potion of Mana	declared-name	20	5	spell-potionm
potionr	spell	registered-by-operator	vanilla,patch302	gs\spells\potionr.gs	1	0	gs\spells.gs	Potion of Rejuvination	declared-name	20	2	spell-potionr
potions	spell	registered-by-operator	vanilla,patch302	gs\spells\potions.gs	1	0	gs\spells.gs	Potion of Strength	declared-name	19	4	spell-potions
primal_fear	spell	registered-by-operator	gs5r3	gs\spells\DEATH\primal_fear.gs	1	0	gs\spells.gs	Primal Fear	declared-name	25	19	spell-primal-fear
primfear	spell	registered-by-operator	vanilla,patch302	gs\spells\primfear.gs	1	0	gs\spells.gs	Primal Fear	declared-name	19	15	spell-primfear
prismatic_hand	spell	registered-by-operator	gs5r3	gs\spells\CHAOS\prismatic_hand.gs	1	0	gs\spells.gs	Prismatic Hand	declared-name	23	8	spell-prismatic-hand
protect	spell	registered-by-operator	vanilla,patch302	gs\spells\protect.gs	1	0	gs\spells.gs	Protect	declared-name	17	14	spell-protect
protection	spell	registered-by-operator	vanilla,patch302,gs5r3	gs\spells\protection.gs	1	0	gs\spells.gs	Protection	declared-name	17	15	spell-protection
purgewounds	spell	registered-by-operator	vanilla,patch302	gs\spells\purgewounds.gs	1	0	gs\spells.gs	Purge Wounds	declared-name	17	9	spell-purgewounds
purifywounds	spell	registered-by-operator	vanilla,patch302	gs\spells\purifywounds.gs	1	0	gs\spells.gs	Purify Wounds	declared-name	17	12	spell-purifywounds
qsilver	spell	registered-by-operator	vanilla,patch302	gs\spells\qsilver.gs	1	0	gs\spells.gs	Quick Silver	declared-name	17	15	spell-qsilver
quick_silver	spell	registered-by-operator	gs5r3	gs\spells\WATER\quick_silver.gs	1	0	gs\spells.gs	Quick Silver	declared-name	24	23	spell-quick-silver
raise_elevation	spell	registered-by-operator	gs5r3	gs\spells\EARTH\raise_elevation.gs	1	0	gs\spells.gs	Raise Elevation	declared-name	20	4	spell-raise-elevation
raise_frozen_shade	spell	registered-by-operator	gs5r3	gs\spells\AIR\raise_frozen_shade.gs	1	0	gs\spells.gs	Raise Frozen Shade	declared-name	18	13	spell-raise-frozen-shade
raise_shade	spell	registered-by-operator	gs5r3	gs\spells\DEATH\raise_shade.gs	1	0	gs\spells.gs	Raise Shade	declared-name	18	28	spell-raise-shade
raise_skeleton	spell	registered-by-operator	gs5r3	gs\spells\DEATH\raise_skeleton.gs	1	0	gs\spells.gs	Raise Skeleton	declared-name	23	30	spell-raise-skeleton
raise_zombie	spell	registered-by-operator	gs5r3	gs\spells\DEATH\raise_zombie.gs	1	0	gs\spells.gs	Raise Zombie	declared-name	18	26	spell-raise-zombie
random_bolt	spell	registered-by-operator	gs5r3	gs\spells\CHAOS\random_bolt.gs	1	0	gs\spells.gs	Chaos Bolt	declared-name	20	35	spell-random-bolt
randomi	spell	registered-by-operator	vanilla,patch302	gs\spells\randomi.gs	1	0	gs\spells.gs	Minor Fate	declared-name	17	10	spell-randomi
rangers_vision	spell	registered-by-operator	gs5r3	gs\spells\EARTH\rangers_vision.gs	1	0	gs\spells.gs	Ranger's Vision	declared-name	19	14	spell-rangers-vision
rangvis	spell	registered-by-operator	vanilla,patch302	gs\spells\rangvis.gs	1	0	gs\spells.gs	Ranger's Vision	declared-name	20	8	spell-rangvis
ray_of_hope	spell	registered-by-operator	gs5r3	gs\spells\LIFE\ray_of_hope.gs	1	0	gs\spells.gs	Ray of Hope	declared-name	34	13	spell-ray-of-hope
rayohope	spell	registered-by-operator	vanilla,patch302	gs\spells\Rayhope.gs	1	0	gs\spells.gs	Ray of Hope	declared-name	21	20	spell-rayohope
recon	spell	registered-by-operator	vanilla,patch302	gs\spells\recon.gs	1	0	gs\spells.gs	Commune with Nature	declared-name	18	18	spell-recon
recover_air	spell	registered-by-operator	gs5r3	gs\spells\AIR\recover_air.gs	1	0	gs\spells.gs	Ether Gauze	declared-name	22	24	spell-recover-air
recover_chaos	spell	registered-by-operator	gs5r3	gs\spells\CHAOS\recover_chaos.gs	1	0	gs\spells.gs	Tourniquet	declared-name	23	32	spell-recover-chaos
recover_death	spell	registered-by-operator	gs5r3	gs\spells\DEATH\recover_death.gs	1	0	gs\spells.gs	Purge Wounds	declared-name	22	26	spell-recover-death
recover_earth	spell	registered-by-operator	gs5r3	gs\spells\EARTH\recover_earth.gs	1	0	gs\spells.gs	Poultice	declared-name	22	24	spell-recover-earth
recover_fire	spell	registered-by-operator	gs5r3	gs\spells\FIRE\recover_fire.gs	1	0	gs\spells.gs	Cauterize Wounds	declared-name	22	27	spell-recover-fire
recover_life	spell	registered-by-operator	gs5r3	gs\spells\LIFE\recover_life.gs	1	0	gs\spells.gs	Purify Wounds	declared-name	22	30	spell-recover-life
recover_order	spell	registered-by-operator	gs5r3	gs\spells\ORDER\recover_order.gs	1	0	gs\spells.gs	First Aid	declared-name	22	27	spell-recover-order
recover_water	spell	registered-by-operator	gs5r3	gs\spells\WATER\recover_water.gs	1	0	gs\spells.gs	Cleanse Wounds	declared-name	22	26	spell-recover-water
reflect_missile	spell	registered-by-operator	gs5r3	gs\spells\_custom\reflect_missile.gs	1	0	gs\spells.gs	Reflect Missile	declared-name	26	8	spell-reflect-missile
reflect_shield	spell	registered-by-operator	vanilla,patch302	gs\spells\reflctsh.gs	1	0	gs\spells.gs	Reflection Shield	declared-name	19	17	spell-reflect-shield
reflection_shield	spell	registered-by-operator	gs5r3	gs\spells\ORDER\reflection_shield.gs	1	0	gs\spells.gs	Reflection Shield	declared-name	22	22	spell-reflection-shield
regen	spell	registered-by-operator	vanilla,patch302	gs\spells\regen.gs	1	0	gs\spells.gs	Regeneration	declared-name	22	15	spell-regen
regen3	spell	registered-by-operator	vanilla,patch302	gs\spells\regen3.gs	1	0	gs\spells.gs	Regeneration 3 Seconds	declared-name	20	1	spell-regen3
regen7	spell	registered-by-operator	vanilla,patch302	gs\spells\regen7.gs	1	0	gs\spells.gs	Regeneration 7 Seconds	declared-name	20	1	spell-regen7
regenerate_army	spell	registered-by-operator	gs5r3	gs\spells\LIFE\regenerate_army.gs	1	0	gs\spells.gs	Regenerate Army	declared-name	28	15	spell-regenerate-army
regenerate_life	spell	registered-by-operator	gs5r3	gs\spells\LIFE\regenerate_life.gs	1	0	gs\spells.gs	Regeneration	declared-name	30	27	spell-regenerate-life
