symbol	kind	in-vanilla	in-patch302	in-gs5r3	patch302-vs-vanilla	gs5r3-vs-vanilla	gs5r3-vs-patch302	changed-fields
unit:decr1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,flags,food_to_build,get_hit_recovery_ticks,gold_to_build,health_bar_x,health_bar_y,hit_points,level_procedure,life_resistance,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,morale_bar_x,morale_bar_y,mps,name,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,small_doodad,stealth_noise_factor,water_resistance,wizards_tower_required
unit:decr2	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,dexterity,earth_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,mps,order_resistance,ranged_attack,wisdom
unit:decr2b	unit	no	no	yes	identical	only-in-right	only-in-right	-
unit:decr3	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_used_per_turn,hit_points,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,order_resistance,strength,water_resistance,wisdom
unit:decr4	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,code,dexterity,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,health_bar_x,health_bar_y,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,morale_bar_x,morale_bar_y,mps,portrait_doodad,production_doodad,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,small_doodad,stealth_noise_factor,strength,thieves_guild_required,wisdom
unit:defit	unit	yes	yes	yes	identical	token-level	token-level	attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,missile_attack_resistance,mps,order_resistance,recover_hitpoints_inside,sight_radius,stealth_noise_factor,strength,wisdom
unit:deinf	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,hit_points,life_resistance,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints_inside,strength,wisdom
unit:deld1	unit	no	no	yes	identical	only-in-right	only-in-right	-
unit:deldf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,attack,attack_recovery_ticks,casting_aura_type,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,name,order_resistance,recover_hitpoints_inside,sight_radius,strength,thieves_guild_required,water_resistance,wisdom,wizards_tower_required
unit:deldr	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,code,dexterity,earth_resistance,fire_resistance,flags,frames_per_grid,get_hit_recovery_ticks,hit_points,level_procedure,life_resistance,maximum_mana,melee_attack_resistance,missile_attack_resistance,missile_range,missile_speed,mps,order_resistance,ranged_attack,sight_radius,strength,water_resistance,wisdom
unit:deldt	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,missile_range,mps,name,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom,wizards_tower_required
unit:deldw	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,chaos_resistance,death_resistance,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,mps,name,order_resistance,recover_hitpoints,recover_hitpoints_inside,sight_radius,strength,thieves_guild_required,water_resistance
unit:demis	unit	yes	yes	yes	identical	token-level	token-level	attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,man_turns,missile_range,mps,order_resistance,ranged_attack,wisdom
unit:deshp	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,ranged_attack,recover_hitpoints,recover_hitpoints_inside
unit:dethf	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,melee_attack_resistance,missile_range,mps,order_resistance,ranged_attack,stealth_noise_factor,strength,wisdom
unit:dewiz	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,casting_aura_type,chaos_resistance,code,death_resistance,dexterity,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,health_bar_x,health_bar_y,hit_points,initiates_to_build,keep_required,level_procedure,library_required,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,man_turns,maximum_mana,morale_bar_x,morale_bar_y,mps,order_resistance,portrait_doodad,production_doodad,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,small_doodad,stealth_noise_factor,strength,temple_required,wisdom
unit:dewm1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,chaos_resistance,death_resistance,dexterity,earth_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,initiates_to_build,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,race,thieves_guild_required,water_resistance,wizards_tower_required
unit:dewm2	unit	no	no	yes	identical	only-in-right	only-in-right	-
unit:dewz2	unit	yes	yes	yes	identical	token-level	token-level	T_legendary1,air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,dexterity,earth_resistance,fire_resistance,flags,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,name,order_resistance,sight_radius,small_doodad,stealth_noise_factor,water_resistance,wisdom
unit:dummy	unit	no	no	yes	identical	only-in-right	only-in-right	-
unit:eacav	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,frames_per_grid,get_hit_recovery_ticks,gold_to_build,hit_points,melee_attack_resistance,missile_attack_resistance,recover_hitpoints_inside,strength,water_resistance,wisdom
unit:eacr1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,flags,food_to_build,get_hit_recovery_ticks,hit_points,level_procedure,life_resistance,magic_crystals_to_build,military_units,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance,wisdom
unit:eacr2	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,chaos_resistance,dexterity,earth_resistance,fire_resistance,flags,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance
unit:eacr3	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,fire_resistance,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_range,mps,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance,wisdom
unit:eacr4	unit	yes	yes	yes	identical	token-level	token-level	armor,dexterity,flags,level_procedure,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength
unit:eacr5	unit	yes	yes	yes	identical	token-level	token-level	T_legendary1,air_resistance,armor,attack,attack_recovery_ticks,death_resistance,dexterity,earth_resistance,fire_resistance,flags,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,life_resistance,magic_crystals_to_build,melee_attack_resistance,name,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance,wisdom
unit:eafit	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,melee_attack_resistance,missile_attack_resistance,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom
unit:eainf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,attack,attack_recovery_ticks,earth_resistance,fire_resistance,get_hit_recovery_ticks,gold_to_build,hit_points,melee_attack_resistance,missile_attack_resistance,mps,recover_hitpoints,strength,water_resistance
unit:eald1	unit	no	no	yes	identical	only-in-right	only-in-right	-
unit:ealdf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,thieves_guild_required,water_resistance,wisdom,wizards_tower_required
unit:ealdt	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,earth_resistance,fire_resistance,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,missile_range,mps,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom,wizards_tower_required
unit:ealdw	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,dexterity,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,name,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,thieves_guild_required,water_resistance,wisdom
unit:eamis	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,magic_crystals_to_build,man_turns,missile_range,mps,ranged_attack,recover_hitpoints_inside,strength,water_resistance,wisdom
unit:eashp	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:eathf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,missile_attack_resistance,missile_range,mps,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom
unit:eawiz	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,magic_crystals_to_build,maximum_mana,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom
unit:eawm1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,dexterity,earth_resistance,fire_resistance,flags,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,initiates_to_build,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,mps,strength,thieves_guild_required,water_resistance,wisdom,wizards_tower_required
unit:eawmi	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,barracks_required,dexterity,earth_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,thieves_guild_required,water_resistance,wisdom,wizards_tower_required
unit:ficav	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,melee_attack_resistance,missile_attack_resistance,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,stealth_noise_factor,strength,water_resistance,wisdom
unit:ficr1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,flags,food_to_build,get_hit_recovery_ticks,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,military_units,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance,wisdom
unit:ficr2	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,missile_speed,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_moved,strength,water_resistance
unit:ficr3	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,flags,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,missile_range,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance,wisdom
unit:ficr4	unit	yes	yes	yes	identical	token-level	token-level	armor,attack_recovery_ticks,flags,gold_to_build,level_procedure,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:ficr5	unit	yes	yes	yes	identical	token-level	token-level	T_legendary1,air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,flags,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,missile_range,missile_speed,missile_type,name,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength
unit:fifit	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,flags,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom
unit:fiinf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,melee_attack_resistance,missile_attack_resistance,mps,name,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance,wisdom
unit:fildf	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,thieves_guild_required,wisdom,wizards_tower_required
unit:fildt	unit	yes	yes	yes	identical	token-level	token-level	attack,attack_recovery_ticks,barracks_required,dexterity,earth_resistance,fire_resistance,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,mps,name,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,wizards_tower_required
unit:fildw	unit	yes	yes	yes	identical	token-level	token-level	attack,attack_recovery_ticks,barracks_required,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,name,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,thieves_guild_required,wisdom
unit:fimis	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,man_turns,melee_attack_resistance,military_units,missile_attack_resistance,missile_range,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance,wisdom
unit:fishp	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:fithf	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,attack,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,mps,name,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom
unit:fiwiz	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,attack,attack_recovery_ticks,dexterity,earth_resistance,fire_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,maximum_mana,missile_attack_resistance,mps,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,water_resistance,wisdom
unit:gate	unit	yes	yes	yes	identical	token-level	token-level	armor,code,frames_per_grid,hit_points,impfile_proc,name
unit:lgate	unit	yes	yes	yes	identical	token-level	token-level	frames_per_grid
unit:licav	unit	yes	yes	yes	identical	token-level	token-level	armor,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,life_resistance,man_turns,melee_attack_resistance,missile_attack_resistance,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,stealth_noise_factor,strength,wisdom
unit:licr1	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,fire_resistance,food_to_build,gold_to_build,hit_points,level_procedure,life_resistance,magic_crystals_to_build,military_units,missile_attack_resistance,missile_range,mps,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength
unit:licr2	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,hit_points,level_procedure,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength
unit:licr3	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,code,death_impfile_proc,death_resistance,dexterity,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,health_bar_x,health_bar_y,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,morale_bar_x,morale_bar_y,mount_type,mps,name,order_resistance,portrait_doodad,production_doodad,race,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,shadow_impfile_proc,small_doodad,stealth_noise_factor,strength,water_resistance,wisdom,wizards_tower_required
unit:licr4	unit	yes	yes	yes	identical	token-level	token-level	armor,flags,gold_to_build,level_procedure,recover_hitpoints_moved
unit:licr5	unit	yes	yes	yes	identical	token-level	token-level	T_legendary1,air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,flags,food_to_build,food_used_per_turn,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,life_resistance,magic_crystals_to_build,missile_attack_resistance,missile_range,missile_speed,missile_type,name,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,water_resistance,wisdom
unit:lifit	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,wisdom
unit:liinf	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,strength,wisdom
unit:lildf	unit	yes	yes	yes	identical	token-level	token-level	armor,attack_recovery_ticks,dexterity,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,name,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,thieves_guild_required,wisdom,wizards_tower_required
unit:lildr	unit	yes	yes	yes	identical	token-level	token-level	air_resistance,armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,earth_resistance,fire_resistance,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,health_bar_x,health_bar_y,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,maximum_mana,melee_attack_resistance,missile_attack_resistance,missile_range,missile_speed,missile_type,morale_bar_x,morale_bar_y,mps,name,order_resistance,portrait_doodad,race,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,small_doodad,special_unit_type,stealth_noise_factor,strength,water_resistance,wisdom,wizards_tower_required
unit:lildt	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,dexterity,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,missile_attack_resistance,missile_range,mps,name,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,wisdom,wizards_tower_required
unit:lildw	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,flags,food_to_build,food_used_per_turn,frames_per_grid,get_hit_recovery_ticks,gold_to_build,gold_used_per_turn,hit_points,initiates_to_build,level_procedure,life_resistance,magic_crystals_to_build,magic_crystals_used_per_turn,mps,name,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,thieves_guild_required,wisdom
unit:limis	unit	yes	yes	yes	identical	token-level	token-level	attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,man_turns,missile_attack_resistance,missile_range,mps,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_moved,strength,wisdom
unit:lishp	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,magic_crystals_to_build,melee_attack_resistance,missile_attack_resistance,mps,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved
unit:lithf	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,missile_attack_resistance,missile_range,mps,order_resistance,ranged_attack,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,wisdom
unit:liwiz	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,magic_crystals_to_build,maximum_mana,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,stealth_noise_factor,strength,wisdom
unit:liwm1	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,initiates_to_build,magic_crystals_to_build,magic_crystals_used_per_turn,mps,recover_hitpoints,recover_hitpoints_inside,strength,thieves_guild_required,wizards_tower_required
unit:liwm2	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,barracks_required,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,initiates_to_build,magic_crystals_to_build,magic_crystals_used_per_turn,melee_attack_resistance,missile_attack_resistance,strength,thieves_guild_required,wisdom,wizards_tower_required
unit:orcav	unit	yes	yes	yes	identical	token-level	token-level	armor,attack,attack_recovery_ticks,chaos_resistance,death_resistance,dexterity,food_to_build,get_hit_recovery_ticks,gold_to_build,hit_points,life_resistance,man_turns,melee_attack_resistance,missile_attack_resistance,mps,order_resistance,recover_hitpoints,recover_hitpoints_inside,recover_hitpoints_moved,sight_radius,strength,wisdom
